cust_id,gender
5489,0.48
5490,0.29
5491,0.46
5492,0.31
5493,0.14
5494,0.45
5495,0.34
5496,0.73
5497,0.55
5498,0.23
5499,0.39
5500,0.4
5501,0.59
5502,0.24
5503,0.12
5504,0.47
5505,0.4
5506,0.29
5507,0.6
5508,0.61
5509,0.37
5510,0.15
5511,0.47
5512,0.45
5513,0.63
5514,0.37
5515,0.34
5516,0.27
5517,0.56
5518,0.44
5519,0.77
5520,0.61
5521,0.2
5522,0.87
5523,0.45
5524,0.4
5525,0.61
5526,0.39
5527,0.15
5528,0.18
5529,0.4
5530,0.22
5531,0.58
5532,0.34
5533,0.59
5534,0.16
5535,0.09
5536,0.52
5537,0.11
5538,0.53
5539,0.8466666666666667
5540,0.64
5541,0.68
5542,0.6
5543,0.47
5544,0.53
5545,0.13
5546,0.11
5547,0.23
5548,0.36
5549,0.12
5550,0.36
5551,0.39
5552,0.31
5553,0.75
5554,0.57
5555,0.17
5556,0.32
5557,0.86
5558,0.36
5559,0.36
5560,0.27
5561,0.53
5562,0.61
5563,0.28
5564,0.54
5565,0.44
5566,0.48
5567,0.46
5568,0.47
5569,0.27
5570,0.72
5571,0.51
5572,0.21
5573,0.72
5574,0.26
5575,0.27
5576,0.35
5577,0.05
5578,0.45
5579,0.59
5580,0.61
5581,0.12
5582,0.66
5583,0.33
5584,0.44
5585,0.74
5586,0.36
5587,0.8
5588,0.32
5589,0.5891666666666666
5590,0.48
5591,0.4
5592,0.52
5593,0.42
5594,0.51
5595,0.6
5596,0.49
5597,0.9
5598,0.26
5599,0.25
5600,0.42
5601,0.5
5602,0.14
5603,0.93
5604,0.73
5605,0.64
5606,0.74
5607,0.25
5608,0.34
5609,0.75
5610,0.18
5611,0.36
5612,0.14
5613,0.3
5614,0.67
5615,0.21
5616,0.67
5617,0.43
5618,0.56
5619,0.45
5620,0.71
5621,0.38
5622,0.61
5623,0.29
5624,0.23
5625,0.59
5626,0.44
5627,0.28
5628,0.63
5629,0.35
5630,0.35
5631,0.28
5632,0.7
5633,0.31
5634,0.39
5635,0.26
5636,0.6
5637,0.24
5638,0.62
5639,0.32
5640,0.81
5641,0.25
5642,0.2
5643,0.36
5644,0.61
5645,0.37
5646,0.58
5647,0.56
5648,0.44
5649,0.42
5650,0.11
5651,0.27
5652,0.65
5653,0.8
5654,0.47
5655,0.62
5656,0.66
5657,0.29
5658,0.24
5659,0.99
5660,0.41
5661,0.42
5662,0.21
5663,0.43
5664,0.63
5665,0.57
5666,0.505
5667,0.53
5668,0.46
5669,0.26
5670,0.19
5671,0.57
5672,0.08
5673,0.08
5674,0.58
5675,0.26
5676,0.41
5677,0.2
5678,0.59
5679,0.6
5680,0.43
5681,0.19
5682,0.23
5683,0.19
5684,0.62
5685,0.5
5686,0.63
5687,0.83
5688,0.65
5689,0.42
5690,0.61
5691,0.35
5692,0.94
5693,0.57
5694,0.34
5695,0.6
5696,0.77
5697,0.32
5698,0.67
5699,0.44
5700,0.55
5701,0.31
5702,0.3
5703,0.65
5704,0.17
5705,0.36
5706,0.56
5707,0.36
5708,0.365
5709,0.71
5710,0.73
5711,0.71
5712,0.27
5713,0.43
5714,0.49
5715,0.6
5716,0.32
5717,0.12
5718,0.29
5719,0.84
5720,0.13
5721,0.29
5722,0.12
5723,0.24
5724,0.38
5725,0.19
5726,0.26
5727,0.32
5728,0.35
5729,0.34
5730,0.57
5731,0.39
5732,0.54
5733,0.69
5734,0.7975
5735,0.32
5736,0.51
5737,0.6
5738,0.28
5739,0.3
5740,0.18
5741,0.26
5742,0.49
5743,0.62
5744,0.35
5745,0.49
5746,0.21
5747,0.41
5748,0.57
5749,0.44
5750,0.32
5751,0.76
5752,0.65
5753,0.34
5754,0.61
5755,0.16
5756,0.41
5757,0.73
5758,0.36
5759,0.54
5760,0.2
5761,0.29
5762,0.75
5763,0.33
5764,0.44
5765,0.29
5766,0.31
5767,0.43
5768,0.51
5769,0.72
5770,0.71
5771,0.67
5772,0.35
5773,0.11
5774,0.42
5775,0.58
5776,0.44
5777,0.76
5778,0.51
5779,0.44
5780,0.2
5781,0.54
5782,0.5066666666666666
5783,0.35
5784,0.31
5785,0.33
5786,0.33
5787,0.74
5788,0.44
5789,0.17
5790,0.21
5791,0.19
5792,0.52
5793,0.52
5794,0.36
5795,0.37
5796,0.22
5797,0.54
5798,0.47
5799,0.96
5800,0.22
5801,0.4
5802,0.49
5803,0.25
5804,0.66
5805,0.523
5806,0.24
5807,0.52
5808,0.21
5809,0.68
5810,0.61
5811,0.09
5812,0.51
5813,0.43
5814,0.58
5815,0.58
5816,0.39
5817,0.56
5818,0.51
5819,0.54
5820,0.75
5821,0.56
5822,0.99
5823,0.28
5824,0.45
5825,0.38
5826,0.32
5827,0.42
5828,0.28
5829,0.08
5830,0.58
5831,0.6
5832,0.44
5833,0.3
5834,0.4
5835,0.21
5836,0.72
5837,0.38
5838,0.68
5839,0.54
5840,0.48
5841,0.74
5842,0.48
5843,0.75
5844,0.13
5845,0.69
5846,0.19
5847,0.49
5848,0.72
5849,0.22
5850,0.22
5851,0.42
5852,0.31
5853,0.46
5854,0.35
5855,0.76
5856,0.24
5857,0.51
5858,0.14
5859,0.65
5860,0.32
5861,0.1
5862,0.41
5863,0.2
5864,0.53
5865,0.17
5866,0.51
5867,0.24
5868,0.4
5869,0.6
5870,0.38
5871,0.62
5872,0.21
5873,0.35
5874,0.19
5875,0.52
5876,0.53
5877,0.42
5878,0.53
5879,0.69
5880,0.61
5881,0.69
5882,0.09
5883,0.58
5884,0.26
5885,0.29
5886,0.25
5887,0.7
5888,0.65
5889,0.87
5890,0.61
5891,0.63
5892,0.31
5893,0.47
5894,0.6
5895,0.36
5896,0.78
5897,0.48
5898,0.24
5899,0.19
5900,0.12
5901,0.43
5902,0.22
5903,0.32
5904,0.36
5905,0.84
5906,0.44
5907,0.43
5908,0.78
5909,0.38
5910,0.41
5911,0.43
5912,0.25
5913,0.41
5914,0.33
5915,0.23
5916,0.56
5917,0.52
5918,0.77
5919,0.53
5920,0.3
5921,0.09
5922,0.59
5923,0.56
5924,0.46
5925,0.17
5926,0.51
5927,0.37
5928,0.26
5929,0.31
5930,0.65
5931,0.55
5932,0.27066666666666667
5933,0.08
5934,0.26
5935,0.42
5936,0.22
5937,0.61
5938,0.29
5939,0.63
5940,0.21
5941,0.42
5942,0.38
5943,0.69
5944,0.11
5945,0.37
5946,0.5
5947,0.11
5948,0.82
5949,0.31
5950,0.56
5951,0.7
5952,0.31
5953,0.28
5954,0.35
5955,0.35
5956,0.5
5957,0.4
5958,0.43
5959,0.29
5960,0.66
5961,0.3
5962,0.45
5963,0.35
5964,0.6
5965,0.26
5966,0.62
5967,0.57
5968,0.73
5969,0.56
5970,0.56
5971,0.86
5972,0.11
5973,0.5
5974,0.57
5975,0.7
5976,0.41
5977,0.79
5978,0.7
5979,0.48
5980,0.47
5981,0.62
