ID,predict
51238,0.32
52585,0.28
50725,0.29
51333,0.17
50731,0.46
53589,0.18
50082,0.34
53475,0.04
51495,0.25
50472,0.86
53821,0.29
54207,0.13
53448,0.04
53756,0.1
52249,0.02
50364,0.9
53737,0.14
52255,0.03
52279,0.17
52759,0.13
53165,0.82
52548,0.48
50967,0.14
53114,0.21
53553,0.42
51423,0.8
54114,0.49
53924,0.87
51734,0.06
52549,0.27
53213,0.21
51536,0.08
51561,0.28
52972,0.87
54275,0.51
50500,0.12
53565,0.45
52741,0.02
53613,0.15
53701,0.05
53984,0.15
52372,0.33
50871,0.24
52676,0.88
53136,0.05
53790,0.09
50013,0.32
53979,0.28
52014,0.78
52733,0.29
53873,0.17
51521,0.92
51721,0.6
50025,0.22
52327,0.04
51342,0.07
52861,0.27
50936,0.12
53606,0.41
50928,0.19
53123,0.24
50998,0.99
51683,0.58
50190,0.12
50451,0.09
53832,0.36
53936,0.31
51558,0.16
52108,0.56
54251,0.2
50076,0.04
54280,0.12
51669,0.15
51030,0.03
50797,0.51
51724,0.23
54067,0.44
51586,0.34
52242,0.07
52175,0.21
51665,0.05
52253,0.25
52454,0.61
50897,0.43
51132,0.11
50774,0.29
51436,0.25
53360,0.32
50296,0.19
52032,0.51
53554,0.86
53859,0.32
50041,0.38
53986,0.22
54230,0.31
50631,0.17
50340,0.12
50146,0.29
52458,0.36
52316,0.29
52824,0.17
52148,0.31
53140,0.15
54031,0.05
54066,0.47
50206,0.05
51229,0.21
50899,0.51
51370,0.28
51152,0.17
51395,0.24
51487,0.48
53387,0.92
50911,0.45
53884,0.17
51131,0.92
54081,0.1
53133,0.01
52260,0.02
51611,0.08
52608,0.43
51827,0.34
50378,0.11
50272,0.69
51667,0.31
51319,0.44
52325,0.19
53242,0.37
54262,0.23
52702,0.13
54265,0.23
51096,0.1
50785,0.05
52663,0.79
52240,0.06
53424,0.18
51820,0.08
51309,0.43
53227,0.35
53039,0.89
50539,0.56
52199,0.09
52763,0.34
50494,0.19
51828,0.43
54080,0.59
53388,0.06
50433,0.24
51941,0.08
50294,0.07
50398,0.28
51934,0.17
52165,0.1
52127,0.35
53316,0.6
50157,0.02
50645,0.13
51210,0.67
54135,0.09
51731,0.25
54241,0.43
50924,0.13
52170,0.12
52053,0.06
51920,0.46
52726,0.01
50877,0.14
50741,0.1
51006,0.09
53974,0.76
50397,0.23
51068,0.41
52330,0.14
53665,0.11
50363,0.27
53298,0.22
51354,0.07
54028,0.76
53801,0.02
51320,0.35
54015,0.03
51578,0.17
50965,0.1
53713,0.46
51078,0.83
50254,0.62
53686,0.71
50550,0.06
50532,0.03
50333,0.13
52271,0.42
53044,0.94
51352,0.15
51264,0.44
53327,0.23
50922,0.11
53760,0.84
50402,0.27
51805,0.1
54016,0.05
53943,0.85
54221,0.42
53455,0.08
50407,0.77
51296,0.57
53841,0.22
51259,0.06
51102,0.46
51907,0.85
51016,0.29
51733,0.86
50615,0.34
52813,0.52
53134,0.18
51117,0.4
50535,0.04
52956,0.93
50859,0.52
51344,0.12
53876,0.06
54095,0.18
52786,0.2
53610,0.58
51592,0.57
54076,0.22
51171,0.37
51368,0.27
53595,0.38
51163,0.01
51066,0.19
50141,0.09
50596,0.22
52388,0.25
52479,0.77
52313,0.24
51497,0.21
53594,0.31
50531,0.8
50401,0.5
51308,0.32
52691,0.12
51847,0.08
50636,0.22
51858,0.13
53071,0.21
51410,0.29
51400,0.26
52083,0.21
54097,0.04
50124,0.63
51362,0.05
53526,0.27
51313,0.12
52503,0.93
51241,0.83
53370,0.22
50006,0.1
53993,0.84
50056,0.31
52061,0.11
52558,0.24
51635,0.19
52658,0.44
53794,0.23
52665,0.73
50589,0.04
52812,0.1
50966,0.05
51185,0.14
51127,0.1
53504,0.1
51284,0.57
53049,0.1
50358,0.45
52594,0.79
54266,0.12
50672,0.15
50679,0.99
54219,0.25
52319,0.07
52184,0.5
50292,0.21
50085,0.3
53310,0.08
50958,0.05
50943,0.23
50130,0.21
50290,0.95
50155,0.04
51523,0.09
53557,0.04
50217,0.21
53187,0.17
52751,0.71
53767,0.74
50405,0.34
50260,0.2
54263,0.56
53443,0.47
53437,0.15
52223,0.24
51154,0.47
51118,0.43
50512,0.11
53202,0.15
50577,0.12
50476,0.09
51538,0.32
51710,0.18
50499,0.85
51174,0.4
50498,0.04
51275,0.13
50086,0.26
53353,0.09
51283,0.73
53560,0.21
51221,0.76
52396,0.18
52392,0.13
51454,0.18
51743,0.19
51785,0.48
51175,0.16
50179,0.66
53451,0.54
50466,0.13
53239,0.72
53063,0.27
51546,0.14
52953,0.9
51218,0.71
51502,0.86
51408,0.1
50262,0.26
50526,0.67
50847,0.52
51015,0.49
50316,0.23
54198,0.79
51035,0.18
50566,0.05
51891,0.45
50604,0.31
50620,0.16
50291,0.36
51797,0.72
52057,0.48
53651,0.1
50795,0.23
52096,0.04
54070,0.15
53309,0.54
50411,0.16
50288,0.58
53562,0.13
54069,0.72
52426,0.17
52229,0.03
50800,0.08
52518,0.2
53416,0.1
52656,0.12
54167,0.58
52605,0.19
51345,0.08
51712,0.22
50502,0.26
52525,0.68
51231,0.13
51451,0.17
51910,0.94
54049,0.22
52408,0.21
50621,0.03
50034,0.32
52353,0.1
53129,0.56
53101,0.53
52529,0.13
51373,0.06
53344,0.71
51086,0.07
52456,0.28
54096,0.31
51701,0.21
53103,0.44
50578,0.96
53867,0.91
52181,0.27
52268,0.94
51080,0.06
52989,0.23
50207,0.73
50696,0.36
51526,0.2
51420,0.19
53079,0.37
50814,0.13
52136,0.14
50450,0.01
51501,0.28
50473,0.61
51840,0.25
50702,0.81
53909,0.37
51864,0.22
52349,0.1
52100,0.03
53929,0.09
50505,0.1
51060,0.31
51673,0.72
50794,0.11
52560,0.62
52767,0.36
53814,0.2
52799,0.12
51775,0.08
51279,0.35
53091,0.32
54223,0.26
51954,0.68
50382,0.81
54174,0.26
52655,0.85
54055,0.05
50947,0.3
54074,0.24
50874,0.1
53675,0.78
51982,0.33
50619,0.78
53070,0.92
53973,0.4
50784,0.05
51929,0.13
52021,0.62
52226,0.44
52015,0.22
52877,0.2
53950,0.27
51791,0.35
53203,0.11
52308,0.77
53777,0.05
53481,0.52
50313,0.3
51422,0.05
53919,0.63
53705,0.6
52348,0.34
50345,0.23
54042,0.65
50792,0.23
53829,0.03
53617,0.11
51921,0.18
51203,0.5
50571,0.27
54181,0.7
53417,0.78
51074,0.19
50654,0.23
51434,0.59
52645,0.2
50169,0.57
50869,0.36
51141,0.03
50352,0.62
52445,0.58
53191,0.03
53486,0.5
50156,0.43
51559,0.35
50599,0.84
53099,0.78
53815,0.25
51684,0.07
51977,0.09
53065,0.31
51589,0.1
50569,0.04
52959,0.5
50020,0.06
50876,0.2
52192,0.28
53972,0.11
53396,0.47
53056,0.51
52720,0.55
52806,0.06
54024,0.23
53528,0.11
51880,0.54
51142,0.08
52550,0.16
53913,0.24
53808,0.98
53847,0.13
51280,0.05
53707,0.13
51965,0.25
51748,0.19
52866,0.03
50811,0.09
51819,0.12
52337,0.51
53149,0.28
50430,0.33
53654,0.15
50848,0.29
51145,0.47
52821,0.12
52044,0.17
52169,0.13
53633,0.13
52811,0.02
54029,0.11
53793,0.19
52882,0.1
52898,0.45
52098,0.44
50158,0.17
50561,0.48
50890,0.09
50932,0.1
54033,0.05
51070,0.25
53105,0.09
50724,0.23
50573,0.64
51316,0.11
52359,0.12
52344,0.06
53303,0.56
52399,0.02
54089,0.29
54270,0.56
50348,0.94
53374,0.18
51414,0.09
50067,0.06
54164,0.07
52716,0.07
52161,0.46
53263,0.2
50031,0.15
51050,0.21
52879,0.18
53090,0.08
53261,0.67
50567,0.35
54075,0.22
52052,0.4
50908,0.76
53051,0.06
50609,0.85
51257,0.2
53164,0.94
51924,0.19
53592,0.12
50536,0.35
52618,0.17
52404,0.53
54177,0.14
50780,0.09
53622,0.17
54222,0.25
51642,0.28
51407,0.1
50107,0.41
52846,0.34
50116,0.12
51937,0.31
52101,0.15
51756,0.07
54115,0.11
50547,0.09
51276,0.14
53671,0.32
53499,0.0
53089,0.32
50595,0.65
50758,0.06
51674,0.32
52504,0.26
53642,0.68
53513,0.11
52071,0.4
51718,0.16
52818,0.28
52836,0.97
52689,0.09
53522,0.13
53586,0.4
54046,0.15
50106,0.18
52022,0.32
53921,0.45
53295,0.92
51064,0.37
52721,0.2
51708,0.83
50339,0.95
52046,0.19
50999,0.88
53026,0.39
53244,0.05
53457,0.92
54236,0.2
52427,0.47
51927,0.87
51979,0.23
54258,0.07
51165,0.94
52800,0.92
52609,0.62
52925,0.32
53908,0.16
51092,0.47
51678,0.02
51217,0.11
54169,0.09
51922,0.3
50854,0.14
50236,0.12
50368,0.03
52843,0.11
50633,0.55
53531,0.46
50104,0.27
50970,0.98
50756,0.78
51476,0.21
53561,0.57
54019,0.43
50906,0.43
51760,0.57
50907,0.33
50057,0.07
53763,0.26
50488,0.74
52303,0.06
51147,0.06
50882,0.09
52757,0.17
54257,0.27
50701,0.41
52173,0.67
51492,0.64
53992,0.03
51911,0.36
53020,0.24
51608,0.33
50194,0.21
50893,0.27
53343,0.04
52211,0.13
53399,0.14
50225,0.44
52905,0.46
50802,0.11
51651,0.17
51810,0.07
50061,0.02
53893,0.83
51447,0.1
52430,0.72
54102,0.09
51193,0.2
54090,0.83
53331,0.65
54027,0.08
51335,0.33
50492,0.24
53507,0.15
52066,0.13
51449,0.21
51126,0.35
50712,0.36
53585,0.27
51951,0.75
53824,0.08
51702,0.69
53249,0.31
51607,0.2
51348,0.12
52568,0.08
51367,0.88
50709,0.13
52874,0.58
53313,0.55
51041,0.13
51322,0.17
52575,0.42
50480,0.1
53846,0.08
52114,0.19
52074,0.02
53422,0.07
53119,0.16
51489,0.57
52744,0.6
50456,0.1
53742,0.72
51018,0.57
50861,0.71
52067,0.2
52254,0.18
50759,0.15
51236,0.27
53010,0.18
52119,0.39
52310,0.56
50798,0.35
53121,0.53
50685,0.14
52416,0.75
51339,0.07
51488,0.48
52522,0.12
52080,0.22
52357,0.08
51914,0.21
53279,0.09
52610,0.14
50145,0.07
53419,0.53
53137,0.3
52718,0.09
51416,0.35
52275,0.06
50120,0.23
51713,0.18
52876,0.14
53789,0.13
53872,0.28
50538,0.43
50516,0.61
51033,0.16
52904,0.19
50942,0.14
54267,0.12
52507,0.02
52250,0.33
52723,0.34
51312,0.31
53719,0.1
50095,0.11
51680,0.37
51405,0.32
50867,0.87
52944,0.52
52358,0.47
52943,0.03
53785,0.32
52828,0.19
51009,0.38
53215,0.4
51063,0.69
50730,0.27
53866,0.19
50289,0.59
51146,0.32
50528,0.14
52291,0.66
50593,0.5
53305,0.05
50410,0.74
51468,0.43
53996,0.02
53383,0.1
53902,0.09
53008,0.14
50971,0.02
52410,0.22
50625,0.73
50446,0.91
50307,0.06
50351,0.43
50704,0.14
51912,0.59
52607,0.24
51411,0.12
51465,0.18
53728,0.06
50585,0.58
52711,0.22
50752,0.1
51338,0.11
50711,0.2
50831,0.01
52680,0.31
50148,0.52
53898,0.14
53762,0.45
51654,0.03
51628,0.12
53028,0.46
53346,0.8
50360,0.08
52429,0.82
52498,0.15
52487,0.73
50143,0.2
50546,0.42
52971,0.32
51170,0.22
53730,0.42
52239,0.39
52225,0.42
50591,0.28
52869,0.05
50154,0.16
52746,0.23
51306,0.87
50371,0.17
53534,0.08
52966,0.05
51023,0.58
54227,0.3
51883,0.29
52176,0.19
50739,0.27
52830,0.11
51960,0.1
52764,0.73
52147,0.54
52402,0.22
51355,0.05
51704,0.67
53159,0.14
52134,0.07
51417,0.34
52519,0.92
53326,0.61
53751,0.07
52111,0.34
52967,0.18
52710,0.17
52776,0.12
52892,0.01
51128,0.35
51435,0.38
52779,0.62
53510,0.12
51593,0.11
51947,0.12
53131,0.43
52467,0.27
54204,0.8
51469,0.07
53170,0.26
53538,0.47
50563,0.39
50109,0.2
53604,0.1
53605,0.17
51567,0.77
52749,0.15
52509,0.3
52036,0.28
51580,0.12
51940,0.34
50202,0.17
54087,0.31
50424,0.13
53755,0.07
50192,0.7
51197,0.15
54166,0.26
50519,0.09
54068,0.19
53733,0.05
51846,0.21
53265,0.12
52432,0.04
50558,0.12
50708,0.11
53860,0.62
50037,0.18
50425,0.16
52483,0.15
52213,0.66
51196,0.16
52643,0.21
52289,0.18
50108,0.03
50497,0.22
53837,0.71
53247,0.22
52210,0.44
53962,0.54
51812,0.53
51603,0.01
52775,0.24
51049,0.31
51981,0.24
52740,0.35
54252,0.07
51604,0.21
50245,0.11
50733,0.06
50763,0.82
50280,0.05
54131,0.11
50253,0.8
50549,0.12
53082,0.0
53969,0.33
51461,0.25
53983,0.83
51758,0.18
53720,0.47
51641,0.87
53769,0.3
50393,0.28
53862,0.41
50386,0.67
50771,0.23
50828,0.09
50181,0.03
53074,0.37
54250,0.24
53845,0.67
53684,0.74
51439,0.09
50419,0.07
53603,0.82
51770,0.52
52632,0.43
51002,0.12
53183,0.54
51916,0.15
51318,0.28
51547,0.21
50572,0.08
53248,0.88
51786,0.11
50740,0.7
50277,0.17
53097,0.92
52598,0.25
51686,0.32
51531,0.53
54002,0.11
52339,0.42
53503,0.12
54154,0.37
51888,0.09
50377,0.64
51183,0.2
54000,0.27
50666,0.92
51576,0.27
52629,0.15
51884,0.69
51621,0.09
50658,0.15
51890,0.4
50079,0.15
53407,0.07
53257,0.07
53888,0.3
53421,0.08
52346,0.21
50915,0.86
51967,0.13
53803,0.18
51398,0.9
52270,0.37
51901,0.09
53959,0.23
52940,0.24
53813,0.31
51168,0.75
52543,0.41
51179,0.5
51993,0.61
51745,0.15
54063,0.81
54277,0.58
52705,0.2
51552,0.46
53266,0.44
52343,0.43
50322,0.4
50783,0.44
51953,0.07
50743,0.19
50327,0.01
50766,0.73
53963,0.31
50045,0.17
53570,0.25
53987,0.29
52292,0.19
54047,0.83
53999,0.4
50788,0.05
52203,0.35
53146,0.6
51429,0.56
51990,0.37
52911,0.68
51243,0.14
54226,0.29
50121,0.38
52932,0.17
52659,0.3
54278,0.24
50723,0.02
51898,0.03
52921,0.28
51288,0.56
51251,0.9
52875,0.26
51871,0.15
52870,0.04
50851,0.08
51640,0.32
53877,0.25
52946,0.07
53556,0.06
51321,0.09
53410,0.64
52692,0.23
50772,0.44
50626,0.71
51896,0.45
50699,0.29
53201,0.16
51430,0.58
51514,0.03
54010,0.08
50016,0.34
51155,0.29
50894,0.06
53172,0.14
50147,0.47
53895,0.89
53887,0.81
50422,0.39
53267,0.25
54099,0.94
53397,0.76
51925,0.48
51133,0.12
50315,0.02
54134,0.79
50437,0.17
53162,0.1
52413,0.16
52424,0.1
52332,0.09
50142,0.11
50663,0.19
52969,0.11
52420,0.81
50110,0.1
52981,0.24
53990,0.64
50705,0.58
51583,0.38
52107,0.38
54212,0.26
50714,0.16
52912,0.1
51230,0.12
52616,0.01
54051,0.31
50426,0.2
53575,0.55
54123,0.27
52935,0.11
51473,0.1
53998,0.62
51399,0.09
51079,0.07
52172,0.07
53160,0.23
50224,0.78
52088,0.34
52851,0.02
51499,0.61
52129,0.85
52960,0.21
51970,0.04
53368,0.49
52043,0.27
50212,0.67
50071,0.16
51177,0.08
51044,0.59
50850,0.3
51707,0.24
54172,0.11
50744,0.24
53442,0.29
52457,0.08
53145,0.75
52531,0.63
53157,0.08
53463,0.07
53823,0.37
53729,0.04
52888,0.63
52218,0.11
53564,0.26
52231,0.75
53542,0.07
50126,0.94
51326,0.07
52841,0.04
50312,0.22
53647,0.46
53128,0.87
50102,0.25
54107,0.05
53418,0.06
50790,0.07
52713,0.05
54030,0.07
53629,0.48
50429,0.53
51661,0.54
51455,0.04
51404,0.88
52124,0.34
52257,0.23
51556,0.3
52283,0.24
53580,0.21
53359,0.17
52493,0.22
52730,0.62
51178,0.35
53047,0.04
52224,0.23
51620,0.22
51693,0.35
52007,0.24
52259,0.05
50614,0.3
53527,0.25
52722,0.06
53994,0.08
52499,0.17
53308,0.01
53774,0.22
53241,0.27
52889,0.34
52829,0.83
52577,0.73
52580,0.06
54003,0.61
54035,0.35
52485,0.28
50562,0.22
52706,0.13
50954,0.32
52451,0.31
50103,0.85
51052,0.81
52444,0.27
52803,0.19
51645,0.08
50888,0.18
53059,0.06
52639,0.15
53611,0.21
50775,0.15
50817,0.46
53781,0.48
50629,0.11
50634,0.25
50049,0.12
53997,0.28
51906,0.95
52862,0.17
50469,0.45
50891,0.2
54268,0.43
52807,0.39
50652,0.01
51202,0.69
52018,0.38
53818,0.35
53907,0.13
52596,0.18
50072,0.57
50590,0.06
50187,0.1
52153,0.21
50742,0.17
51913,0.01
52855,0.24
54146,0.14
50793,0.39
54254,0.85
50910,0.46
50054,0.55
52595,0.15
50467,0.19
54215,0.7
53289,0.22
54168,0.06
53690,0.43
52955,0.04
51299,0.49
52409,0.44
53268,0.33
50765,0.18
50040,0.09
51059,0.36
51105,0.05
52881,0.13
51874,0.07
50602,0.08
50789,0.12
51292,0.16
53942,0.14
53896,0.08
52986,0.05
50328,0.2
53941,0.26
52047,0.18
53068,0.9
50487,0.21
50900,0.18
50101,0.34
52028,0.03
52994,0.13
53030,0.11
51729,0.45
52501,0.29
52062,0.19
53042,0.37
51057,0.39
53590,0.09
51554,0.48
52728,0.45
50718,0.16
52571,0.28
53856,0.42
51403,0.08
51570,0.05
53425,0.11
52306,0.66
53120,0.23
51143,0.3
52191,0.56
52957,0.83
52810,0.35
50318,0.04
52561,0.46
50302,0.07
52000,0.12
50075,0.14
53697,0.19
52103,0.17
53197,0.03
50968,0.06
54120,0.42
53484,0.2
50875,0.25
53602,0.24
52311,0.81
53559,0.34
50824,0.53
53682,0.07
52847,0.18
53414,0.08
50023,0.15
50656,0.26
52675,0.24
52919,0.13
50374,0.25
52281,0.13
52322,0.19
51327,0.15
52024,0.18
53272,0.6
53529,0.06
53661,0.0
53631,0.12
54098,0.14
50858,0.36
53917,0.08
51111,0.25
53955,0.27
53124,0.38
52405,0.1
50745,0.07
52354,0.39
50483,0.18
54092,0.23
53530,0.12
53548,0.17
52747,0.21
52895,0.22
52159,0.07
53925,0.12
50198,0.06
54103,0.49
50559,0.33
53940,0.0
53291,0.18
51073,0.24
51061,0.34
53546,0.32
51783,0.17
52438,0.05
54122,0.31
53692,0.3
53640,0.12
52857,0.04
52693,0.0
53347,0.43
53827,0.72
54062,0.08
51624,0.52
50337,0.63
52816,0.46
51415,0.17
50904,0.33
53002,0.92
53231,0.44
51432,0.6
52055,0.3
50084,0.39
51365,0.24
50131,0.84
51331,0.13
52951,0.0
51792,0.18
51873,0.15
52142,0.15
52389,0.25
52936,0.27
51014,0.45
52987,0.25
50816,0.11
51983,0.08
52977,0.17
51644,0.13
51877,0.08
51928,0.19
53582,0.18
50204,0.84
51438,0.05
50486,0.41
52126,0.09
50089,0.07
52045,0.36
50004,0.5
50062,0.64
50587,0.13
50813,0.31
50219,0.72
50149,0.23
51176,0.76
50837,0.5
52355,0.18
53636,0.2
51337,0.17
51227,0.36
52918,0.39
50301,0.55
51540,0.11
53367,0.13
51071,0.15
52555,0.02
51153,0.21
52845,0.02
52523,0.1
53833,0.29
50323,0.09
51453,0.21
53229,0.37
54218,0.26
51095,0.92
53003,0.01
50692,0.31
51424,0.06
53696,0.23
52049,0.02
53333,0.89
51837,0.07
53525,0.11
51738,0.34
53040,0.18
50303,0.08
50582,0.19
52745,0.33
51625,0.36
50639,0.8
54272,0.6
50134,0.28
53473,0.14
53493,0.3
52781,0.25
50951,0.04
50015,0.14
50916,0.13
52696,0.74
53706,0.17
50213,0.85
52952,0.27
51140,0.01
53233,0.74
52258,0.69
52034,0.21
50387,0.65
52865,0.21
51186,0.21
53970,0.36
52822,0.09
52864,0.22
51818,0.21
50421,0.33
50987,0.35
53865,0.21
51087,0.18
53411,0.22
51360,0.35
51467,0.18
53006,0.19
52715,0.23
50919,0.67
51058,0.21
53168,0.36
51741,0.52
54179,0.13
51356,0.22
52709,0.29
52156,0.52
53084,0.23
51931,0.29
52634,0.16
53644,0.07
52263,0.3
51814,0.2
51660,0.15
53857,0.06
51831,0.07
52085,0.51
51369,0.19
53875,0.45
51122,0.27
52027,0.89
51181,0.18
53406,0.04
51518,0.07
51098,0.22
51289,0.05
50878,0.23
53727,0.22
54121,0.18
52059,0.29
51379,0.2
51051,0.32
51448,0.03
53096,0.2
52378,0.4
53656,0.55
52962,0.01
50703,0.37
50305,0.32
53891,0.47
53519,0.73
51664,0.33
54274,0.14
50380,0.32
51192,0.59
53358,0.04
51918,0.24
50638,0.23
50809,0.19
52701,0.41
53102,0.17
51038,0.24
53260,0.18
52700,0.65
51703,0.08
50436,0.14
50233,0.51
52051,0.19
50884,0.19
50846,0.25
52464,0.53
50961,0.02
53080,0.52
52826,0.24
52697,0.09
51999,0.03
52455,0.7
52635,0.81
53468,0.03
53638,0.35
54072,0.9
53828,0.25
52844,0.6
53966,0.48
53064,0.49
51868,0.22
51216,0.0
52197,0.08
53797,0.09
54044,0.15
53369,0.85
53552,0.49
50299,0.36
53382,0.49
54185,0.04
50887,0.25
54094,0.03
52288,0.84
52247,0.51
53985,0.02
52093,0.21
52447,0.72
54200,0.39
52185,0.1
52593,0.27
53107,0.25
51189,0.15
51054,0.08
53717,0.93
52582,0.17
54018,0.35
50381,0.21
50205,0.08
54247,0.49
51832,0.19
54054,0.59
53314,0.2
52686,0.01
51908,0.38
52496,0.23
50510,0.18
52471,0.69
52054,0.09
51121,0.6
53482,0.3
52206,0.43
51588,0.12
53258,0.14
50032,0.17
54202,0.16
52204,0.07
52569,0.13
52006,0.13
51358,0.64
52538,0.15
51598,0.3
51004,0.11
51282,0.14
53243,0.29
53287,0.72
52641,0.16
51571,0.35
51260,0.12
54127,0.73
53550,0.46
51047,0.21
53899,0.13
52670,0.13
50994,0.54
50350,0.04
50406,0.03
50939,0.38
50545,0.08
50459,0.1
53549,0.55
53935,0.13
53858,0.26
52386,0.21
50681,0.26
50895,0.16
51917,0.18
50153,0.15
50122,0.14
51191,0.15
52168,0.11
54009,0.13
52894,0.46
51606,0.18
52648,0.41
52511,0.17
54036,0.11
53660,0.23
53648,0.4
51841,0.21
51166,0.53
51543,0.57
54153,0.45
51258,0.3
53464,0.29
50586,0.06
51904,0.84
51273,0.47
51769,0.47
50946,0.14
53937,0.23
51082,0.21
52893,0.3
51647,0.13
52570,0.21
53429,0.19
50197,0.12
53278,0.08
50150,0.65
52576,0.44
52738,0.16
50180,0.02
53363,0.43
51804,0.21
50992,0.27
53798,0.02
52880,0.05
51565,0.26
53246,0.54
53820,0.18
52698,0.12
50257,0.01
50392,0.27
51441,0.52
53093,0.01
53005,0.38
51272,0.19
53384,0.22
53843,0.61
54156,0.57
51505,0.33
50474,0.21
53300,0.39
50118,0.37
50178,0.49
53436,0.66
53409,0.45
50686,0.14
51633,0.07
52345,0.13
53991,0.61
51789,0.15
51698,0.11
50761,0.2
51966,0.97
54217,0.06
52157,0.54
51437,0.21
51663,0.19
50064,0.58
52590,0.06
53646,0.33
53377,0.28
50935,0.24
50649,0.38
53736,0.09
52760,0.26
54159,0.48
53092,0.59
51384,0.22
51242,0.11
51034,0.64
50732,0.18
52965,0.55
53173,0.69
50684,0.1
50139,0.17
50223,0.09
52123,0.09
51881,0.27
53624,0.29
53465,0.27
51484,0.36
52930,0.69
51824,0.23
50068,0.11
53788,0.43
53277,0.33
50643,0.08
53380,0.27
50588,0.11
53109,0.05
53579,0.06
53432,0.13
51550,0.06
51855,0.43
51597,0.52
53357,0.33
51717,0.09
52756,0.12
53667,0.15
53196,0.26
52671,0.2
52771,0.33
54133,0.38
53923,0.23
52975,0.36
53897,0.25
52443,0.86
50839,0.86
51613,0.33
51208,0.09
54144,0.31
53127,0.14
51314,0.83
52526,0.45
50010,0.07
50165,0.06
51972,0.04
50555,0.24
54228,0.11
50115,0.26
50682,0.16
50310,0.16
54229,0.07
50475,0.2
52468,0.1
51222,0.21
52602,0.29
50879,0.66
53385,0.23
50218,0.1
50211,0.22
52682,0.71
51666,0.29
52102,0.34
53126,0.56
51555,0.57
53905,0.06
50648,0.07
52886,0.1
52019,0.47
54119,0.02
51594,0.35
51012,0.17
53394,0.84
51353,0.1
51915,0.2
51516,0.21
52766,0.44
53637,0.27
51933,0.1
53830,0.04
53926,0.1
52195,0.16
53001,0.9
52302,0.12
51889,0.13
52154,0.09
50565,0.08
52440,0.02
53932,0.35
54261,0.75
50230,0.03
52194,0.11
50048,0.58
51019,0.07
52215,0.14
51528,0.04
50956,0.6
50052,0.22
50598,0.79
51755,0.51
50808,0.24
52095,0.18
53480,0.42
53628,0.07
53758,0.78
53373,0.08
50399,0.09
53735,0.93
52672,0.11
50651,0.16
53234,0.43
52906,0.21
50468,0.95
51730,0.11
51013,0.4
53669,0.21
54141,0.14
50347,0.13
51595,0.75
52328,0.23
50990,0.37
54004,0.29
51483,0.12
50715,0.76
50009,0.47
52788,0.2
51668,0.17
51798,0.23
52318,0.68
54093,0.13
53566,0.1
53747,0.18
50285,0.12
52589,0.45
51652,0.15
52789,0.06
50444,0.16
52391,0.08
51875,0.4
50830,0.09
52151,0.8
52431,0.45
50099,0.87
50781,0.67
50803,0.16
52903,0.72
53946,0.26
50495,0.25
52480,0.42
52190,0.4
50827,0.16
53740,0.56
53655,0.22
52214,0.83
52209,0.37
53714,0.65
54279,0.16
53208,0.25
53981,0.2
51952,0.53
53088,0.28
51137,0.18
50007,0.36
51219,0.24
53297,0.09
52221,0.36
52494,0.19
54211,0.19
54201,0.67
52914,0.26
52627,0.31
53545,0.12
50868,0.9
52252,0.32
50902,0.15
50580,0.6
54193,0.32
53184,0.47
54137,0.38
50485,0.02
53048,0.85
50644,0.4
54244,0.87
50945,0.32
52010,0.14
52907,0.11
53783,0.45
53977,0.13
51486,0.18
53850,0.7
50003,0.0
53449,0.56
51037,0.87
52406,0.21
52476,0.13
52324,0.06
50266,0.52
51490,0.1
50749,0.19
53301,0.34
50491,0.66
51893,0.05
51742,0.53
52078,0.06
50445,0.01
52808,0.0
52421,0.07
54189,0.41
53766,0.22
53949,0.87
53188,0.1
51246,0.16
51482,0.79
50617,0.51
54281,0.17
51224,0.05
53621,0.14
51677,0.25
54056,0.36
52390,0.17
52559,0.83
51655,0.11
51029,0.35
54148,0.61
50944,0.43
51525,0.51
52439,0.32
52276,0.39
52931,0.91
50517,0.83
50479,0.1
50799,0.37
52082,0.23
51268,0.32
50008,0.3
53861,0.17
53598,0.21
50231,0.12
53391,0.11
50440,0.19
50525,0.62
50624,0.04
51634,0.27
53144,0.11
51372,0.24
51722,0.77
50094,0.09
52591,0.65
54045,0.53
53018,0.07
50415,0.07
50209,0.14
51199,0.9
51504,0.51
50281,0.23
51942,0.94
51130,0.81
53851,0.05
52437,0.21
52996,0.64
52299,0.6
52937,0.27
51157,0.21
52938,0.1
53461,0.24
50059,0.34
50520,0.51
51351,0.04
54220,0.06
51036,0.09
52791,0.15
50668,0.1
50017,0.14
52924,0.13
52286,0.2
54151,0.1
53061,0.37
52769,0.42
50753,0.48
51262,0.05
52261,0.65
53288,0.5
50957,0.07
53130,0.57
51637,0.92
53894,0.19
53494,0.17
54101,0.12
52615,0.7
51445,0.79
52116,0.21
53625,0.3
52133,0.21
53318,0.12
50912,0.1
52514,0.1
52927,0.85
51963,0.31
52477,0.96
50417,0.16
50412,0.09
53718,0.09
50196,0.41
51249,0.29
51752,0.06
50284,0.6
54188,0.18
53920,0.18
51135,0.2
51568,0.05
51169,0.88
52714,0.08
52732,0.58
53889,0.02
52428,0.39
53571,0.15
53060,0.43
52896,0.63
54034,0.07
51803,0.26
52338,0.15
53460,0.06
50359,0.17
53478,0.9
52412,0.39
52572,0.16
50574,0.31
53754,0.45
53543,0.57
52031,0.06
50693,0.18
